Company,TypeName,Ram,Weight,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS,Price
Xiaomi,Ultrabook,8,1.28,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Nvidia,Windows,49816.8
Asus,Gaming,8,3.0,0,0,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,49976.64
HP,Notebook,8,2.04,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,52161.12
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,73473.12
Samsung,Ultrabook,8,1.17,0,0,146.86047800548656,Intel Core i7,0,256,0,0,Intel,Windows,90522.72
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,41505.12
Dell,Notebook,8,4.42,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,109010.88
Dell,Notebook,8,2.3,0,0,100.45466986113652,Intel Core i7,1024,0,0,0,AMD,Others/No OS/Linux,42943.1472
HP,Notebook,4,1.95,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,56476.8
Lenovo,Notebook,4,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,0,64,Intel,Windows,13266.72
Asus,Netbook,2,0.98,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,10224.432
Acer,Notebook,12,2.4,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,53759.52
HP,Notebook,4,1.95,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,64202.4
HP,Workstation,8,2.31,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,81731.52
Dell,Notebook,8,2.04,1,1,282.42399616439724,Intel Core i5,0,256,0,0,Nvidia,Windows,119916.2304
Asus,Notebook,12,2.06,0,1,282.42399616439724,Intel Core i7,1024,128,0,0,Intel,Windows,69210.72
Lenovo,2 in 1 Convertible,8,1.27,1,1,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,124621.92
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,65510.9568
HP,Ultrabook,8,1.34,0,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,70489.44
HP,Notebook,4,1.86,0,0,100.45466986113652,AMD Processor,0,256,0,0,AMD,Windows,19660.32
Lenovo,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i5,2048,0,0,0,Intel,Windows,33110.856
Lenovo,Notebook,4,1.87,0,0,157.3505121487356,Intel Core i5,500,0,0,0,Intel,Windows,41824.8
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,AMD,Windows,36496.2672
HP,Notebook,8,2.65,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows,28992.312
Samsung,Ultrabook,16,1.23,0,0,146.86047800548656,Intel Core i7,0,256,0,0,Nvidia,Windows,98514.72
Dell,Ultrabook,8,1.23,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,74538.72
HP,Workstation,8,3.14,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,110017.872
HP,Notebook,4,1.54,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,58607.46719999999
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i5,1024,256,0,0,AMD,Windows,60978.96
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,143802.72
Dell,Gaming,32,4.42,0,1,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,163723.57919999998
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,44222.4
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,35004.96
Samsung,2 in 1 Convertible,16,1.71,1,0,146.86047800548656,Intel Core i7,0,256,0,0,AMD,Windows,95850.72
Toshiba,Notebook,4,1.2,0,0,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,63669.6
Lenovo,Notebook,8,2.29,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,24455.52
HP,2 in 1 Convertible,4,2.3,1,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,36486.14399999999
Toshiba,Notebook,4,1.2,0,0,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,63669.6
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,42570.72
Acer,Notebook,8,2.2,0,0,100.45466986113652,AMD Processor,0,256,0,0,AMD,Windows,35111.52
Lenovo,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i3,0,256,0,0,Nvidia,Others/No OS/Linux,26586.72
Vero,Notebook,2,1.45,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,11231.424
Dell,Ultrabook,8,1.9,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,55890.72
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,39373.92
Dell,Gaming,16,2.59,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,46833.6528
Acer,Notebook,12,2.2,0,1,100.45466986113652,Intel Core i5,1024,0,0,0,Nvidia,Windows,36975.7872
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,64948.32
HP,Notebook,8,2.6,0,0,107.98564559226952,AMD Processor,1024,0,0,0,AMD,Windows,27753.552
Dell,Notebook,6,2.3,1,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,23389.92
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,0,1024,0,0,Nvidia,Windows,186426.72
Lenovo,Notebook,2,1.15,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,16221.096
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,42304.32
Asus,Notebook,4,2.8,0,0,106.11306214269258,Other Intel Processor,1024,0,0,0,Nvidia,Windows,28238.4
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,79866.72
Lenovo,Gaming,16,2.5,0,1,141.21199808219862,AMD Processor,1024,512,0,0,AMD,Windows,53226.72
Asus,Gaming,8,1.99,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,71928.0
MSI,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,108105.12
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,39693.6
Toshiba,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,72620.64
Razer,Ultrabook,8,1.25,1,0,352.4651472131677,Intel Core i7,0,256,0,0,Intel,Windows,54825.12
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,11934.72
Acer,Ultrabook,8,1.8,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,48964.32
HP,Gaming,12,2.62,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,95850.72
HP,Notebook,8,2.54,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows,26053.92
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,19441.872
Asus,Gaming,16,4.3,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,122490.72
HP,Notebook,6,2.1,0,0,141.21199808219862,AMD Processor,1024,128,0,0,AMD,Windows,34632.0
Dell,Gaming,16,2.56,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,66560.5728
Acer,Notebook,4,2.2,0,1,141.21199808219862,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,19127.52
Lenovo,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Others/No OS/Linux,74485.44
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Others/No OS/Linux,31962.672
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i5,500,0,0,0,AMD,Windows,32639.8608
HP,Netbook,8,0.97,0,0,176.23257360658386,Other Intel Processor,0,512,0,0,Intel,Windows,101658.24
Dell,Notebook,8,2.16,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,67239.36
HP,Gaming,12,3.78,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,90522.72
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,31254.048
Lenovo,2 in 1 Convertible,8,1.42,1,1,209.8006828649808,Intel Core i5,0,256,0,0,Intel,Windows,124142.4
Toshiba,Notebook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,77788.8
Razer,Ultrabook,16,1.29,1,1,352.4651472131677,Intel Core i7,0,512,0,0,Intel,Windows,95850.72
Toshiba,Notebook,8,1.5,0,0,117.82653006268644,Intel Core i5,0,256,0,0,Intel,Windows,64468.8
HP,Ultrabook,8,1.88,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,115709.2416
HP,Ultrabook,8,1.48,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,111301.92
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,122381.49599999998
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,87912.0
Lenovo,Gaming,8,3.31,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,63722.88
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,AMD Processor,500,0,0,0,AMD,Others/No OS/Linux,16463.52
Dell,Ultrabook,8,1.42,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,98133.768
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,0,256,0,0,AMD,Windows,24029.28
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,51148.8
Dell,2 in 1 Convertible,8,1.62,1,1,165.6321180513006,Intel Core i7,1024,0,0,0,Intel,Windows,44701.92
Lenovo,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,2048,256,0,0,Nvidia,Windows,60153.12
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,AMD,Windows,60845.76
HP,2 in 1 Convertible,8,1.58,1,1,117.82653006268644,Intel Core i5,0,256,0,0,Intel,Windows,44574.048
HP,Notebook,4,1.86,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,15392.592
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows,154458.72
HP,2 in 1 Convertible,8,1.29,1,1,331.2642361026012,Intel Core i5,0,256,0,0,Intel,Windows,79866.72
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,1024,256,0,0,Intel,Windows,71075.52
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,16943.04
Dell,Ultrabook,4,1.4,0,1,165.6321180513006,Intel Core i5,0,256,0,0,AMD,Windows,43601.688
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Nvidia,Windows,30316.32
Lenovo,Ultrabook,12,1.4,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,122490.72
MSI,Gaming,16,2.43,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,109165.392
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Windows,23389.92
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,46300.85279999999
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,93635.3376
Acer,Notebook,4,1.4,0,0,135.0942111925629,Other Intel Processor,0,0,0,128,Intel,Windows,25840.8
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,13445.7408
Samsung,2 in 1 Convertible,4,1.15,1,1,234.50740003017813,AMD Processor,0,0,0,32,ARM,Others/No OS/Linux,35111.52
Apple,Ultrabook,4,1.08,0,0,135.0942111925629,Intel Core i5,0,0,0,256,Intel,Mac,51095.52
Asus,Netbook,4,1.2,0,0,135.0942111925629,Other Intel Processor,0,0,0,64,Intel,Windows,18115.2
Lenovo,Ultrabook,16,1.13,0,1,209.8006828649808,Intel Core i7,0,1024,0,0,Intel,Windows,139860.0
HP,Notebook,8,2.1,0,1,100.45466986113652,Intel Core i7,1024,0,0,0,Intel,Windows,48058.56
HP,Notebook,4,2.07,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,48484.8
HP,Notebook,4,2.31,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,50083.2
Dell,Notebook,8,2.16,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,60223.98239999999
HP,Workstation,8,3.14,0,0,127.33567457123112,Intel Core i7,500,0,0,0,Nvidia,Windows,101657.7072
Lenovo,Gaming,8,3.2,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,74538.72
Acer,Gaming,16,4.2,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,122490.72
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,45820.8
Asus,Gaming,24,4.33,1,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,67612.31999999999
HP,Ultrabook,8,1.91,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,35111.52
HP,Notebook,6,2.65,0,1,127.33567457123112,AMD Processor,2048,0,0,0,AMD,Windows,30316.32
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,AMD,Windows,26581.392
Asus,Notebook,4,1.65,0,0,111.93520355955212,AMD Processor,0,64,0,0,AMD,Windows,14811.3072
Toshiba,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,55571.04
Dell,Notebook,8,2.36,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows,34035.264
Lenovo,Notebook,4,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,17316.0
HP,Ultrabook,8,1.39,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,61218.72
HP,Notebook,4,1.95,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,67399.2
Asus,Ultrabook,16,1.3,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows,79653.59999999999
HP,Ultrabook,4,1.48,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,57648.96
MSI,Gaming,32,4.4,0,0,119.7232157653423,Intel Core i7,1024,512,0,0,Nvidia,Windows,149130.72
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,54757.9872
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,36816.48
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,AMD Processor,0,128,0,0,AMD,Windows,18594.72
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,37029.6
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i3,0,256,0,0,AMD,Windows,39373.92
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i7,0,256,0,0,Nvidia,Windows,55677.6
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,63882.72
Asus,Notebook,8,1.4,0,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,61272.0
Xiaomi,Notebook,16,1.95,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,74589.336
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,19660.32
HP,Workstation,8,3.14,0,0,106.11306214269258,Intel Core i5,500,0,0,0,Nvidia,Windows,99153.5472
HP,Netbook,8,1.26,0,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,88924.31999999999
Acer,Notebook,8,3.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,50669.28
HP,Notebook,6,2.19,0,0,100.45466986113652,Intel Core i7,1024,0,0,0,AMD,Windows,40705.92
Lenovo,Notebook,4,1.44,0,0,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,46939.68
HP,Notebook,4,1.95,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,61218.72
HP,Notebook,4,1.86,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,21231.5472
MSI,Gaming,16,4.14,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,133146.72
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,99580.32
Dell,Notebook,16,2.06,1,0,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows,127818.72
Dell,Gaming,16,4.42,0,1,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows,152859.7872
HP,Notebook,4,1.64,0,0,111.93520355955212,Intel Core i3,500,0,0,0,Intel,Windows,36443.52
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Others/No OS/Linux,58021.92
MSI,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,128671.2
HP,Notebook,4,2.04,0,0,100.45466986113652,Intel Core i3,0,256,0,0,Intel,Windows,41025.0672
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,128,0,0,Intel,Windows,31381.92
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,17155.627200000003
HP,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows,63159.7104
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,63882.72
Lenovo,Notebook,4,1.44,0,1,165.6321180513006,Intel Core i3,0,180,0,0,Intel,Windows,39160.8
Asus,Notebook,8,2.1,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,61005.6
Dell,Gaming,32,4.42,0,1,127.33567457123112,Intel Core i7,1024,1024,0,0,Nvidia,Windows,191211.264
Razer,Gaming,32,3.49,1,0,254.67134914246225,Intel Core i7,0,512,0,0,Nvidia,Windows,292986.72
HP,Ultrabook,8,1.36,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,93240.0
HP,2 in 1 Convertible,16,1.28,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,105228.0
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,62817.12
Toshiba,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Windows,23816.16
HP,Notebook,8,1.88,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,84129.12
Dell,Notebook,16,1.93,0,0,141.21199808219862,Intel Core i5,0,512,0,0,Intel,Windows,76012.44480000001
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,58075.2
Asus,Notebook,8,2.0,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Windows,21258.72
HP,Gaming,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,58554.72
HP,Notebook,4,2.1,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,38468.16
Asus,Notebook,4,2.0,0,0,127.33567457123112,Intel Core i3,1024,0,0,0,Nvidia,Windows,30049.92
Huawei,Ultrabook,8,1.05,0,1,199.69207064108247,Intel Core i7,0,512,0,0,Intel,Windows,79866.72
Dell,2 in 1 Convertible,4,1.47,1,0,135.0942111925629,Other Intel Processor,500,0,0,0,Intel,Windows,25521.12
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,AMD,Others/No OS/Linux,58554.72
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,93772.8
Toshiba,Notebook,8,1.25,1,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,81784.8
Dell,Gaming,16,2.6,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,71874.72
Dell,Notebook,16,2.8,0,0,127.33567457123112,Intel Core i7,2048,256,0,0,AMD,Windows,69210.72
Lenovo,Gaming,16,2.5,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,57489.12
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,58554.72
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,107892.0
Lenovo,Notebook,4,2.32,0,0,141.21199808219862,Intel Core i7,0,0,1024,0,Intel,Windows,43956.0
Google,Ultrabook,8,1.1,1,0,234.50740003017813,Intel Core i5,0,128,0,0,Intel,Others/No OS/Linux,67932.0
Apple,Ultrabook,16,1.83,0,1,220.53462386625827,Intel Core i7,0,512,0,0,AMD,Mac,135195.33599999998
HP,Notebook,4,1.32,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,37242.72
HP,Notebook,4,1.86,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,24988.32
Dell,2 in 1 Convertible,8,2.191,1,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,53226.72
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,71874.72
Toshiba,Notebook,8,2.0,0,0,100.45466986113652,Intel Core i5,0,128,0,0,Intel,Windows,42251.04
Asus,Notebook,4,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,15238.08
Asus,Ultrabook,8,1.2,0,1,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,60153.12
Lenovo,Ultrabook,8,1.75,0,1,157.3505121487356,Intel Core i7,0,256,0,0,AMD,Windows,64755.44640000001
Asus,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,19660.32
Dell,Notebook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,76030.56
Microsoft,Ultrabook,16,1.25,1,0,200.84255993695703,Intel Core i7,0,512,0,0,Intel,Windows,137941.91999999998
Samsung,Ultrabook,8,1.31,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,85194.72
Lenovo,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,63882.72
Lenovo,2 in 1 Convertible,8,1.42,1,0,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,137995.19999999998
MSI,Gaming,16,2.43,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,103842.1872
Acer,Netbook,4,1.4,0,0,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows,23176.8
Dell,Ultrabook,16,1.18,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,99047.52
Dell,Gaming,16,2.72,1,1,282.42399616439724,Intel Core i7,1024,128,0,0,Nvidia,Windows,58554.72
HP,Notebook,8,2.5,0,1,127.33567457123112,Intel Core i5,1024,0,0,0,Nvidia,Windows,48697.92
Apple,Ultrabook,16,2.04,0,1,220.53462386625827,Intel Core i7,0,0,0,256,Intel,Mac,114017.6016
Asus,Notebook,8,2.0,0,0,141.21199808219862,Other Intel Processor,0,128,0,0,Intel,Windows,31003.632
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,133679.52
Asus,Notebook,8,2.37,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,39906.72
Asus,Gaming,64,3.58,0,1,127.33567457123112,Intel Core i7,0,1024,0,0,Nvidia,Windows,211788.0
Toshiba,Ultrabook,4,1.25,0,0,111.93520355955212,Intel Core i5,0,128,0,0,Intel,Windows,58075.2
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Others/No OS/Linux,26586.72
Lenovo,Notebook,8,3.0,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,AMD,Windows,35111.52
HP,Notebook,8,2.63,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,68198.4
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows,41345.28
Asus,Notebook,4,1.5,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows,15877.44
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,104961.6
HP,Ultrabook,16,1.16,1,1,276.053530085501,Other Intel Processor,0,512,0,0,Intel,Windows,104695.2
Chuwi,Notebook,4,1.89,0,0,141.21199808219862,Other Intel Processor,0,0,0,64,Intel,Windows,13261.392000000002
Lenovo,Notebook,8,2.05,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,39373.92
HP,Ultrabook,8,1.38,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Nvidia,Windows,59620.32
Acer,2 in 1 Convertible,8,1.5,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,45128.16
Asus,Notebook,4,1.3,0,0,111.93520355955212,Intel Core i3,0,128,0,0,Intel,Windows,27119.52
HP,Notebook,4,1.86,0,0,141.21199808219862,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,18381.0672
Dell,Ultrabook,8,1.26,1,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,91288.3536
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,113060.16
Asus,Notebook,8,2.37,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,58554.72
Dell,Notebook,4,2.3,0,0,141.21199808219862,Intel Core i5,500,0,0,0,AMD,Windows,31168.8
MSI,Gaming,16,1.7,0,0,157.3505121487356,Intel Core i7,1024,256,0,0,Nvidia,Windows,94252.32
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,18594.72
Apple,Ultrabook,16,1.83,0,1,220.53462386625827,Intel Core i7,0,512,0,0,AMD,Mac,152274.24
Acer,Notebook,8,1.56,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,48058.56
MSI,Gaming,16,1.8,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,111593.8944
